Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
1,1,1,3,1,2,1,1,1,1,1,2,2,3,45.0,1
2,1,2,3,2,2,1,1,2,2,2,2,10,1,6.0,1
3,1,1,3,1,2,1,1,1,1,1,1,4,3,37.0,2
3,1,1,6,1,2,1,3,1,2,1,9,4,3,45.0,4
2,1,2,5,2,2,1,1,1,2,1,2,11,2,20.0,2
2,1,1,5,2,2,1,1,1,1,1,2,7,3,37.0,1
2,1,2,5,2,2,1,2,1,2,1,2,11,4,51.0,2
2,1,2,5,2,2,1,2,1,2,1,7,4,3,40.0,4
2,1,1,4,2,2,2,2,1,2,2,2,6,3,45.0,1
1,1,2,2,1,2,1,1,1,1,1,6,11,3,37.0,4
1,1,2,5,1,2,1,1,1,2,1,3,9,3,45.0,2
3,1,1,3,1,2,2,2,1,2,1,5,3,3,39.0,3
2,1,1,4,2,1,2,1,4,2,4,9,5,3,46.0,2
1,1,1,3,1,2,2,2,3,6,1,7,5,2,21.0,4
3,1,1,5,4,2,1,2,1,2,1,3,2,3,31.0,2
2,1,1,5,2,2,1,3,1,1,1,2,9,3,39.0,1
2,1,2,5,2,2,2,2,3,4,1,1,4,4,52.0,1
2,1,2,6,2,2,1,2,1,2,1,2,10,2,24.0,1
2,1,1,4,2,2,2,1,5,6,2,9,8,3,43.0,3
1,1,1,5,1,2,1,2,1,2,1,1,8,3,36.0,2
2,1,2,3,2,2,2,1,1,2,1,7,4,2,29.0,4
2,1,1,6,2,2,1,3,1,1,2,3,10,3,44.0,2
3,1,2,3,1,2,2,1,1,2,1,6,11,3,48.0,2
3,1,1,3,1,2,1,2,1,1,1,2,2,3,44.0,1
2,1,1,6,2,2,1,1,1,2,1,5,2,3,40.0,3
2,1,1,4,2,2,1,1,1,1,2,1,4,3,33.0,1
2,1,1,5,2,2,1,1,1,2,1,2,8,3,44.0,1
1,1,2,4,4,2,2,2,1,2,1,3,11,3,44.0,2
2,1,2,6,2,2,1,3,1,2,1,4,4,2,24.0,2
2,1,1,3,2,2,2,1,1,2,2,5,3,3,36.0,3
2,1,2,4,2,2,2,1,1,2,1,2,10,2,16.0,1
5,1,2,5,4,2,2,1,1,2,1,1,12,3,46.0,2
2,1,1,5,2,2,1,3,1,2,1,3,4,3,42.0,2
2,1,1,4,2,2,1,1,1,1,1,2,4,3,45.0,1
2,1,1,4,2,2,1,1,1,2,1,2,2,4,58.0,1
2,1,1,6,2,2,1,3,1,2,1,2,8,3,44.0,2
6,1,2,3,1,2,2,2,1,2,2,6,11,1,2.0,4
6,1,1,3,1,2,1,1,1,1,1,5,3,3,37.0,3
2,1,1,2,1,2,1,1,1,2,1,5,4,3,35.0,3
2,1,2,3,2,2,2,2,3,4,1,6,11,2,24.0,4
2,1,1,4,2,2,1,1,1,2,1,9,2,3,44.0,4
3,1,1,3,1,2,1,2,1,1,2,5,3,4,49.0,3
2,1,2,5,1,2,1,1,1,1,2,3,12,1,7.0,2
3,1,2,4,1,2,1,1,1,2,1,6,11,3,40.0,2
2,1,2,6,2,2,1,1,1,2,2,2,11,3,42.0,1
3,1,1,4,1,2,1,2,1,1,1,8,6,3,40.0,3
1,1,1,5,1,2,1,2,1,9,1,5,2,3,48.0,3
2,1,1,3,2,2,1,1,1,2,1,2,8,4,50.0,1
3,1,2,3,1,2,1,2,1,2,1,3,4,3,35.0,2
2,1,1,6,2,2,1,2,1,9,2,5,6,3,47.0,3
2,1,1,4,2,2,2,1,1,1,1,2,6,3,46.0,1
5,1,1,2,1,2,1,1,1,2,1,7,4,3,34.0,4
2,1,1,5,2,2,1,1,1,2,1,2,2,3,48.0,1
4,1,1,3,2,2,1,1,1,1,1,1,4,3,43.0,2
2,1,2,6,2,2,1,2,1,2,1,4,10,1,7.0,2
1,1,1,4,1,2,1,1,1,1,1,2,10,3,36.0,1
2,1,2,6,2,2,1,2,1,2,1,7,4,2,27.0,4
2,1,1,4,2,2,1,1,4,2,2,2,6,4,54.0,1
4,1,1,2,1,2,1,1,1,1,1,6,12,3,33.0,2
2,1,2,3,1,2,1,2,1,2,1,6,12,3,31.0,3
2,1,2,5,2,2,1,2,1,2,1,4,7,3,46.0,2
2,1,1,4,2,2,1,1,1,1,1,1,3,3,39.0,1
2,1,1,6,2,2,1,1,1,2,2,8,6,3,44.0,4
2,1,2,5,2,2,1,1,1,2,2,3,12,1,2.0,2
3,1,1,3,1,2,2,2,1,1,1,5,5,4,49.0,3
2,1,2,6,2,2,2,2,1,2,1,5,5,2,21.0,4
2,1,1,6,2,2,1,2,1,2,1,5,3,3,39.0,3
3,1,1,3,1,2,1,2,1,2,1,4,2,1,8.0,2
1,1,2,6,4,2,1,1,1,2,1,9,12,2,20.0,4
1,1,1,3,1,2,2,1,5,6,1,3,7,3,43.0,2
1,1,2,2,1,2,1,1,1,9,1,4,12,2,19.0,2
2,1,2,4,2,2,1,1,1,1,1,6,11,3,46.0,2
2,1,1,8,2,2,1,2,1,2,2,1,5,1,4.0,2
2,1,2,4,2,2,1,1,1,1,2,3,11,1,6.0,2
2,1,1,5,2,2,2,1,1,1,2,2,8,3,38.0,1
2,1,1,4,2,2,1,1,1,9,1,4,6,3,44.0,2
1,1,1,4,4,2,1,2,1,2,1,1,6,3,41.0,1
2,1,2,4,2,2,2,1,1,2,1,4,4,3,42.0,2
2,1,1,2,1,2,1,1,1,2,1,5,3,1,1.0,3
2,1,2,6,2,2,1,2,1,2,1,2,6,2,20.0,1
3,1,2,5,1,2,1,2,1,2,1,3,9,3,43.0,2
5,1,2,7,5,2,1,2,1,2,1,9,8,1,2.0,4
2,1,1,6,2,2,1,3,1,1,1,5,4,3,32.0,3
3,1,1,7,4,2,1,2,1,1,2,1,8,1,7.0,2
2,1,1,4,2,2,2,1,3,7,1,3,6,3,38.0,2
2,1,2,2,1,1,1,1,1,2,4,7,4,1,4.0,2
2,1,1,4,2,2,2,1,1,2,1,2,6,3,34.0,1
5,1,1,3,1,2,1,2,1,1,1,8,6,3,31.0,4
1,1,2,4,1,2,1,2,1,2,1,3,9,3,34.0,2
2,1,2,4,2,2,1,3,1,2,1,4,9,3,41.0,2
2,1,1,6,2,2,1,1,1,2,1,1,4,3,31.0,2
5,1,1,3,1,2,1,1,1,1,1,9,4,3,31.0,4
3,1,1,3,1,2,1,3,1,1,1,9,6,3,39.0,4
1,1,1,6,4,2,1,1,1,2,1,6,10,3,37.0,3
2,1,2,3,2,2,1,3,1,2,1,9,5,4,58.0,4
5,1,2,2,3,1,1,2,1,9,4,9,12,1,14.0,2
3,1,1,5,4,2,1,2,1,1,2,5,2,3,37.0,3
2,1,2,5,2,2,1,2,1,2,1,7,4,3,39.0,3
2,1,1,3,2,2,1,1,1,2,1,2,3,3,41.0,1
3,1,2,3,1,2,1,2,1,1,1,3,7,3,35.0,1
2,1,1,2,1,1,1,2,1,1,4,7,4,1,11.0,2
2,1,1,5,2,2,1,2,1,2,2,5,3,3,33.0,3
3,1,1,2,1,2,1,2,1,1,1,7,4,3,31.0,4
1,1,2,5,1,2,1,2,1,1,1,3,10,2,28.0,2
5,1,2,3,3,2,1,1,1,2,1,7,8,3,34.0,4
1,1,1,5,4,2,1,3,1,1,1,9,2,3,41.0,4
2,1,2,3,2,2,2,1,3,1,1,2,7,3,42.0,1
1,1,2,3,1,2,1,1,1,2,1,2,11,3,37.0,2
2,1,1,3,1,2,1,1,1,2,1,2,8,3,31.0,1
2,1,2,4,2,2,1,1,1,1,2,6,12,1,10.0,3
1,1,1,6,4,2,2,2,1,2,1,9,2,3,48.0,4
2,1,1,3,1,2,1,1,1,2,1,5,3,3,44.0,3
2,1,1,4,2,2,2,1,1,1,1,2,4,3,43.0,1
2,1,2,5,2,2,1,1,1,9,1,6,10,1,8.0,3
2,1,1,2,1,2,1,2,1,2,1,8,2,3,36.0,3
1,1,2,4,1,2,1,2,1,2,2,3,2,3,32.0,2
2,1,1,5,2,2,1,2,1,2,2,1,5,4,57.0,2
3,1,1,5,4,2,1,2,1,2,1,3,3,3,44.0,2
5,1,1,2,1,1,1,1,1,1,4,7,4,3,48.0,2
2,1,1,4,2,2,1,1,1,2,2,2,8,4,55.0,1
1,1,2,4,1,2,1,2,1,9,1,1,5,4,51.0,1
3,1,2,4,1,2,1,1,1,1,1,3,11,3,34.0,2
1,1,1,4,1,2,1,3,1,1,1,8,2,3,41.0,4
5,1,1,2,1,2,1,2,1,2,1,9,8,3,33.0,4
2,1,2,4,2,2,1,2,3,4,1,7,4,2,22.0,4
2,1,2,6,2,2,1,1,1,2,1,7,4,2,21.0,4
5,1,2,2,1,1,1,1,1,2,4,7,4,1,3.0,2
2,1,1,5,2,2,1,2,1,2,1,3,8,3,33.0,1
1,1,2,3,1,2,2,1,1,9,1,2,11,3,46.0,1
5,1,2,3,1,2,1,1,1,1,2,9,4,2,17.0,4
1,1,1,3,1,2,1,1,1,2,1,2,10,3,46.0,1
3,1,1,5,1,2,1,1,1,2,1,3,7,4,49.0,1
3,1,2,4,1,2,1,1,1,2,1,7,4,3,46.0,4
2,1,1,3,2,2,2,1,1,2,1,8,6,4,58.0,4
1,1,1,4,3,2,1,1,1,2,2,3,7,3,43.0,2
3,1,1,5,4,2,2,1,1,2,1,3,4,3,43.0,2
2,1,1,7,2,2,2,2,5,1,1,2,11,4,55.0,1
3,1,2,2,1,2,1,2,1,2,1,4,11,3,46.0,2
2,1,2,6,2,2,2,2,5,6,1,2,8,3,48.0,1
1,1,2,6,4,2,1,2,1,2,1,4,4,3,35.0,2
2,1,2,6,2,2,1,2,1,1,1,2,10,3,40.0,1
2,1,2,3,2,2,1,1,1,2,1,6,11,2,27.0,4
2,1,2,3,2,2,1,1,1,1,1,4,3,2,22.0,2
2,1,2,3,2,2,2,1,5,2,2,2,11,3,35.0,2
1,1,1,8,2,2,2,3,3,3,2,5,4,4,53.0,3
2,1,2,5,2,2,1,1,1,2,2,5,1,4,59.0,3
2,1,1,5,2,2,1,2,1,2,1,5,2,3,47.0,3
1,1,1,5,4,2,1,1,1,1,1,1,9,4,49.0,1
2,1,1,6,2,2,1,2,1,1,1,9,4,3,34.0,4
1,1,1,5,1,2,1,1,1,2,1,5,3,3,42.0,3
3,1,1,6,3,2,2,2,1,2,2,5,3,1,8.0,3
5,1,2,3,1,2,1,2,1,2,1,7,4,2,25.0,4
1,1,1,3,1,2,1,1,1,1,1,9,8,3,40.0,4
2,1,1,5,2,2,1,1,1,9,1,1,4,4,54.0,2
3,1,2,3,1,2,1,2,1,1,1,1,4,3,32.0,1
2,1,1,3,2,2,2,2,1,2,1,3,12,3,35.0,2
1,1,1,5,1,2,1,2,1,1,1,2,6,3,31.0,1
2,1,1,5,2,2,2,1,4,2,1,3,9,3,33.0,2
3,1,2,4,4,2,1,1,1,2,1,7,2,2,26.0,4
2,1,2,3,2,2,1,2,1,2,1,3,6,4,55.0,1
2,1,2,6,2,2,1,1,1,2,1,6,11,2,22.0,3
1,1,1,4,1,2,1,2,1,2,2,5,2,4,54.0,3
2,1,2,6,2,2,1,2,1,2,1,7,8,2,24.0,2
5,1,2,5,3,2,1,2,1,2,1,9,10,2,28.0,4
3,1,2,6,4,2,1,2,1,2,1,6,10,2,29.0,4
2,1,1,5,2,2,1,2,1,2,1,9,11,2,24.0,4
2,1,1,4,2,2,1,2,1,1,1,8,6,2,27.0,4
1,1,2,3,1,2,1,1,3,1,1,2,6,3,38.0,1
5,1,2,5,4,2,1,3,1,2,1,6,10,2,29.0,3
2,1,1,2,1,2,1,1,2,1,1,7,4,3,33.0,4
2,1,1,6,2,2,1,2,1,2,1,8,6,3,44.0,3
-9,1,1,2,1,1,2,2,1,1,4,2,10,1,5.0,-9
2,1,1,3,1,2,1,1,1,2,1,1,4,3,41.0,2
3,1,1,2,1,2,1,1,1,1,1,7,4,2,23.0,4
2,1,1,4,2,2,1,1,1,2,1,8,2,3,34.0,3
2,1,1,5,2,2,1,2,1,2,2,4,4,3,35.0,2
2,1,1,3,2,2,2,3,3,6,1,5,5,2,20.0,4
3,1,2,2,1,2,1,2,1,2,1,6,12,2,19.0,4
2,1,2,4,2,2,2,1,3,4,1,9,10,2,23.0,4
2,1,2,2,1,2,1,1,1,1,1,3,12,3,41.0,1
5,1,2,5,1,2,1,1,1,2,1,2,10,3,34.0,1
3,1,1,5,1,2,1,2,1,2,1,2,6,3,32.0,1
1,1,1,3,1,2,1,1,1,2,1,3,12,3,36.0,2
1,1,1,3,1,2,1,2,1,2,1,7,3,2,25.0,2
3,1,1,3,1,2,1,1,1,1,1,3,7,3,43.0,2
2,1,2,4,2,2,1,2,1,2,1,2,10,2,30.0,1
2,1,1,4,2,2,1,2,1,9,1,5,2,3,38.0,3
2,1,1,5,2,2,1,1,1,2,1,3,9,3,39.0,2
4,1,1,3,1,2,1,2,1,2,1,3,10,2,18.0,2
2,1,1,5,2,2,1,2,1,2,1,9,2,3,46.0,4
2,1,1,2,1,1,1,3,1,1,4,9,5,1,12.0,2
2,1,2,5,2,2,1,2,1,2,1,4,9,2,28.0,2
1,1,1,7,4,2,1,3,1,2,2,5,2,1,14.0,3
2,1,1,4,1,2,1,1,1,1,2,3,8,2,30.0,2
2,1,2,3,2,2,1,1,1,2,1,6,11,2,24.0,4
2,1,2,4,2,2,1,1,1,2,1,3,8,1,6.0,2
2,1,2,6,2,2,1,2,1,2,1,3,4,3,39.0,2
5,1,2,4,1,2,1,2,1,2,1,4,8,3,36.0,2
1,1,1,4,1,2,2,1,1,2,1,2,2,4,54.0,1
1,1,1,3,1,2,2,1,1,1,1,3,8,3,41.0,2
2,1,2,5,2,2,1,3,1,2,1,6,11,2,19.0,4
2,1,1,5,2,2,1,2,1,2,1,5,2,3,44.0,3
2,1,2,3,1,2,1,1,1,1,1,4,4,3,34.0,2
2,1,1,7,2,2,1,3,1,2,1,8,2,2,26.0,4
1,1,1,6,4,2,1,3,1,2,1,9,4,2,29.0,4
1,1,1,2,1,2,1,1,1,1,2,7,4,3,35.0,4
2,1,2,5,2,2,1,2,1,2,1,4,12,2,19.0,2
2,1,1,3,2,2,1,1,1,2,1,2,8,3,40.0,1
3,1,1,4,1,2,1,3,1,9,1,9,4,3,43.0,4
2,1,1,2,1,1,1,1,1,1,4,7,4,1,6.0,2
2,1,2,5,2,2,1,2,1,2,1,2,10,1,11.0,1
2,1,2,5,2,2,2,1,3,1,1,5,5,3,40.0,3
2,1,2,5,2,2,1,2,1,2,2,4,3,1,12.0,2
2,1,2,3,1,2,1,2,1,2,1,6,12,2,24.0,3
2,1,2,5,2,2,1,2,1,2,1,6,10,1,3.0,3
2,1,1,6,2,2,1,1,1,2,1,5,2,3,42.0,3
2,1,1,5,2,2,1,2,1,2,1,2,11,3,35.0,1
2,1,2,4,3,2,1,1,1,2,1,6,11,3,39.0,4
1,1,2,6,4,2,1,2,1,2,1,7,4,2,29.0,4
2,1,2,2,1,2,1,2,1,2,1,6,11,3,41.0,4
1,1,1,4,1,2,1,1,1,1,1,3,6,3,36.0,1
2,1,2,3,2,2,1,1,1,2,1,9,5,1,4.0,4
1,1,1,5,2,2,1,1,1,1,1,6,10,3,32.0,3
2,1,1,4,2,2,1,2,1,2,1,3,2,3,35.0,2
4,1,1,3,1,2,1,1,1,2,1,5,5,3,31.0,3
2,1,1,5,2,2,1,1,1,2,1,8,6,3,37.0,3
2,1,2,5,2,2,1,2,1,2,1,4,8,3,46.0,2
5,1,2,3,1,2,1,1,1,1,1,4,8,3,32.0,2
3,1,1,4,1,2,1,2,1,1,2,9,4,3,34.0,4
4,1,1,8,5,2,2,4,4,1,2,8,3,3,38.0,3
5,1,2,4,1,2,1,1,1,2,1,8,10,1,4.0,4
2,1,2,4,2,2,1,2,1,9,1,4,9,3,31.0,2
3,1,1,4,1,2,1,2,1,9,1,5,9,4,59.0,3
2,1,1,3,2,2,1,2,1,1,1,8,2,3,38.0,4
2,1,1,6,2,2,1,2,1,2,1,9,3,2,16.0,4
1,1,2,6,4,2,1,1,1,2,1,9,6,2,22.0,4
2,1,2,3,2,2,1,2,1,2,2,4,8,3,35.0,2
2,1,2,5,2,2,1,3,1,1,1,7,4,2,23.0,4
2,1,2,3,2,2,1,1,1,1,1,2,10,2,26.0,1
1,1,2,7,4,2,1,2,1,2,1,4,9,2,22.0,2
2,1,2,6,2,2,1,2,1,2,1,7,4,3,39.0,4
2,1,2,6,2,2,1,3,1,2,1,4,3,3,42.0,2
2,1,1,4,2,2,2,1,1,9,1,9,8,3,35.0,4
1,1,1,6,5,2,1,1,1,1,1,8,6,4,59.0,3
2,1,1,5,2,2,1,2,1,2,1,3,2,3,43.0,1
2,1,2,5,2,2,1,1,1,1,2,3,2,2,16.0,2
2,1,1,6,2,2,1,2,1,9,1,9,8,1,2.0,4
3,1,1,6,1,2,1,3,1,2,2,5,5,3,43.0,3
1,1,2,7,3,2,1,2,1,2,1,5,5,1,1.0,4
3,1,1,3,1,2,1,1,1,2,1,4,7,3,48.0,2
2,1,2,3,2,2,1,1,1,2,1,2,10,4,51.0,1
1,1,1,3,1,2,2,3,2,2,2,5,3,3,46.0,3
2,1,1,4,2,2,1,2,1,1,1,8,2,3,40.0,4
3,1,2,6,1,2,1,1,1,2,1,6,11,2,21.0,3
1,1,2,4,1,2,1,2,4,1,1,3,4,3,47.0,1
2,1,2,7,2,2,1,2,1,2,2,4,11,1,2.0,2
2,1,1,5,2,2,1,2,1,1,1,2,3,3,46.0,2
5,1,2,4,2,2,1,1,1,2,1,6,10,2,22.0,4
2,1,1,5,2,2,2,1,1,2,1,2,8,3,47.0,1
1,1,1,5,1,2,1,3,1,9,1,6,9,3,41.0,4
1,1,1,2,1,1,2,1,1,1,4,9,12,1,4.0,2
3,1,1,5,1,2,1,2,1,1,1,8,6,3,43.0,3
3,1,1,3,1,2,1,1,1,1,2,5,3,4,58.0,3
3,1,1,3,1,2,1,1,1,1,1,1,7,4,49.0,1
4,1,1,6,2,2,2,2,3,1,1,5,5,4,51.0,3
3,1,2,3,1,2,1,1,1,2,1,2,10,3,35.0,1
2,1,2,3,2,2,1,2,3,9,1,7,4,2,27.0,4
2,1,1,4,1,2,1,1,1,2,1,2,8,3,44.0,1
2,1,1,3,1,2,1,2,5,1,1,8,8,4,52.0,3
3,1,2,2,1,2,1,1,1,1,1,4,4,2,21.0,2
3,1,1,3,1,2,1,1,1,2,1,3,8,3,42.0,2
2,1,1,4,2,2,1,1,1,2,1,3,9,3,35.0,2
1,1,1,3,1,2,1,3,1,1,1,6,11,3,48.0,4
3,1,1,3,1,1,2,2,1,9,4,5,5,3,38.0,2
1,1,2,2,1,2,2,2,1,2,1,9,5,3,38.0,4
2,1,1,3,2,2,1,1,1,1,2,5,3,4,56.0,3
4,1,2,2,1,2,2,2,1,2,1,9,5,3,32.0,4
6,1,2,6,1,2,1,1,1,2,1,7,4,2,26.0,4
2,1,1,2,1,2,1,1,1,9,1,5,3,3,34.0,3
2,1,1,6,2,2,2,2,1,1,1,8,3,3,36.0,4
2,1,2,4,2,2,1,1,1,2,1,1,11,4,51.0,1
3,1,2,3,1,2,1,2,1,2,2,2,10,3,33.0,1
1,1,1,4,1,2,1,1,4,2,1,4,9,3,46.0,2
1,1,1,4,1,2,1,2,1,9,2,3,12,3,40.0,2
2,1,1,6,2,2,2,2,3,4,1,7,4,3,44.0,4
2,1,2,5,2,2,1,1,1,2,1,9,6,1,14.0,4
2,1,1,5,2,2,1,1,1,1,1,1,12,4,52.0,1
3,1,1,4,1,2,1,2,1,2,1,8,3,3,31.0,4
2,1,2,7,2,2,1,3,1,2,2,1,4,2,18.0,2
1,1,1,6,1,2,1,2,1,2,2,3,8,2,25.0,2
2,1,2,7,2,2,1,2,1,2,2,5,12,3,43.0,3
2,1,1,4,2,2,1,1,1,2,1,5,4,4,56.0,3
1,1,1,3,1,2,1,1,4,2,1,3,8,4,50.0,2
2,1,2,6,2,2,1,1,1,2,1,4,10,3,48.0,2
1,1,2,6,4,2,1,3,1,1,1,4,7,2,21.0,2
5,1,2,2,1,2,1,2,1,2,1,9,5,3,45.0,4
2,1,2,3,2,2,1,2,1,2,1,6,11,3,32.0,2
2,1,1,2,1,2,1,1,2,9,1,7,4,3,46.0,4
1,1,1,2,1,2,1,1,1,1,1,2,8,4,53.0,1
2,1,1,2,1,2,1,2,1,9,1,3,7,3,37.0,2
5,1,1,3,1,2,1,1,1,1,1,7,8,3,35.0,2
4,1,1,5,4,2,1,1,1,2,1,1,6,4,56.0,2
1,1,1,4,1,2,1,2,1,2,1,4,4,3,39.0,2
1,1,1,4,1,2,2,2,3,6,2,2,9,3,48.0,1
2,1,2,2,2,2,1,1,1,1,1,9,8,2,20.0,4
1,1,2,6,3,2,1,1,1,2,2,2,4,3,33.0,1
3,1,1,6,4,2,1,2,1,2,1,1,6,4,56.0,2
5,1,2,4,4,2,2,2,4,6,1,6,11,3,41.0,4
2,1,1,5,2,2,1,1,1,1,1,9,2,3,31.0,4
4,1,1,2,1,2,1,1,1,2,1,4,4,3,45.0,2
2,1,2,6,2,2,1,1,1,2,1,1,11,2,17.0,1
3,1,2,4,1,2,1,2,4,2,1,2,10,3,44.0,1
2,1,2,3,2,2,1,1,1,2,1,2,10,1,4.0,1
1,1,1,4,3,2,1,1,1,2,1,5,8,3,38.0,3
5,1,2,5,4,2,1,2,1,1,1,8,6,3,42.0,3
2,1,1,6,2,2,1,1,1,1,2,3,8,3,31.0,2
3,1,2,2,1,2,1,1,1,2,1,9,5,2,26.0,4
2,1,2,2,1,1,1,1,1,1,4,9,5,1,12.0,2
1,1,1,6,1,2,1,2,1,2,1,5,2,3,44.0,3
1,1,1,5,4,2,1,1,1,2,1,1,8,3,35.0,1
2,1,1,4,2,2,1,2,1,1,1,8,4,4,56.0,4
2,1,1,6,2,2,1,1,1,2,1,3,10,3,36.0,1
1,1,2,4,4,2,1,3,1,1,1,7,8,3,38.0,4
3,1,2,3,4,2,2,2,1,9,1,2,4,3,31.0,2
1,1,1,6,5,2,1,2,1,2,1,8,6,4,59.0,4
1,1,1,6,4,2,1,3,1,2,1,8,2,3,42.0,4
2,1,1,3,2,2,1,1,1,2,2,2,11,3,39.0,1
2,1,2,3,2,2,1,1,1,1,2,6,12,1,10.0,3
2,1,2,3,2,2,1,2,3,7,1,3,7,2,28.0,2
2,1,2,3,2,2,1,2,1,2,1,8,6,3,37.0,3
2,1,2,2,2,2,1,1,1,2,1,4,6,2,30.0,2
2,1,2,3,2,2,1,2,3,6,1,9,4,2,16.0,4
2,1,2,6,2,2,1,3,1,2,1,6,5,3,39.0,3
2,1,1,4,2,2,2,2,3,6,1,7,6,2,30.0,2
2,1,2,4,2,2,1,1,1,2,1,2,11,3,32.0,2
1,1,2,5,3,2,1,2,1,2,1,2,10,3,46.0,1
1,1,2,6,4,2,2,2,2,2,1,3,9,4,52.0,2
2,1,1,4,2,2,1,1,1,1,2,3,8,3,47.0,2
2,1,2,5,2,2,1,1,1,2,1,6,8,3,36.0,4
2,1,1,6,2,2,2,3,1,2,1,2,3,3,31.0,1
3,1,2,2,1,2,1,1,1,1,1,7,4,1,8.0,4
3,1,2,5,4,2,1,4,1,2,1,3,9,2,29.0,2
2,1,1,5,2,2,1,2,1,2,1,5,3,3,37.0,3
2,1,2,5,2,2,2,3,1,2,1,3,10,3,48.0,2
2,1,1,4,2,2,1,2,1,2,2,5,6,2,28.0,3
1,1,1,4,1,2,1,2,3,7,2,1,4,3,42.0,2
2,1,1,6,2,2,1,1,1,2,1,1,2,3,46.0,2
1,1,1,8,1,2,1,1,1,2,1,5,3,3,31.0,3
3,1,2,3,1,2,1,2,1,2,1,2,4,2,21.0,1
2,1,2,6,2,2,1,2,1,2,1,4,11,1,7.0,2
1,1,2,7,4,2,1,2,1,1,2,3,4,3,40.0,2
3,1,1,5,4,2,2,2,3,1,2,5,5,3,43.0,3
2,1,1,5,2,2,1,2,1,2,2,8,8,4,58.0,3
2,1,2,3,2,2,1,3,1,2,1,9,8,1,12.0,4
2,1,2,5,2,2,1,1,1,2,1,1,4,2,17.0,1
2,1,1,2,1,2,1,1,1,2,2,5,3,3,36.0,3
3,1,1,3,1,2,1,1,1,2,1,9,8,2,27.0,4
1,1,2,4,3,2,1,2,1,9,1,1,4,4,56.0,1
2,1,1,7,2,2,2,1,1,2,2,1,4,3,39.0,2
2,1,2,5,2,2,1,3,1,2,1,9,8,2,30.0,4
5,1,2,5,4,2,1,2,1,2,1,9,10,2,27.0,4
3,1,1,3,1,2,2,1,4,1,1,9,5,2,23.0,4
2,1,2,2,1,2,1,1,1,2,1,2,10,4,60.0,1
3,1,1,3,1,2,1,2,1,1,1,6,11,3,44.0,4
2,1,1,4,2,2,2,2,5,9,1,2,7,3,48.0,2
2,1,2,6,2,2,1,2,1,2,1,7,4,2,16.0,4
3,1,2,3,1,2,1,1,1,1,2,1,8,2,24.0,2
2,1,1,4,2,1,2,1,4,2,4,6,8,2,26.0,2
3,1,1,6,4,2,1,2,1,1,1,8,6,4,57.0,3
2,1,1,5,2,2,1,1,1,1,2,5,3,3,37.0,3
1,1,2,5,5,2,1,3,1,2,1,6,10,2,26.0,3
2,1,2,5,2,2,1,2,1,1,1,2,11,2,26.0,1
2,1,1,4,2,2,1,2,2,2,1,2,7,4,54.0,1
2,1,1,2,1,2,1,1,2,9,1,2,6,3,41.0,1
2,1,1,5,2,2,1,2,2,1,1,1,4,3,47.0,2
2,1,1,2,2,2,2,2,3,6,1,5,5,2,24.0,4
2,1,2,7,2,2,1,2,1,2,1,7,4,2,18.0,4
3,1,1,3,1,2,1,2,1,2,1,9,6,3,37.0,3
2,1,2,4,2,2,1,1,3,6,1,6,10,1,11.0,3
2,1,2,6,2,2,1,2,1,2,2,1,12,4,50.0,2
2,1,1,5,2,2,1,3,1,2,1,8,2,3,40.0,4
2,1,1,5,2,2,1,1,1,2,2,1,8,2,27.0,2
2,1,1,6,2,2,1,3,1,9,1,5,6,3,40.0,3
3,1,1,5,3,2,1,2,1,2,1,5,10,3,44.0,3
2,1,2,3,1,2,1,1,1,2,1,2,10,3,38.0,1
1,1,1,6,4,2,2,3,1,1,1,9,2,3,37.0,4
4,1,2,2,1,2,1,1,1,2,1,4,9,3,39.0,2
3,1,2,7,4,2,1,2,1,2,1,2,10,1,10.0,1
2,1,2,4,2,2,1,1,1,2,1,2,10,3,47.0,1
2,1,1,6,2,2,1,1,1,2,2,5,3,3,48.0,3
1,1,2,3,1,1,2,1,1,2,4,1,8,3,48.0,2
2,1,1,3,1,2,1,2,1,1,1,6,12,3,47.0,2
2,1,1,2,1,2,1,1,3,4,1,5,12,4,54.0,3
2,1,1,6,2,2,1,2,1,1,2,9,6,3,31.0,4
2,1,1,3,2,2,1,2,1,1,2,1,3,3,42.0,1
2,1,1,4,2,2,1,2,1,2,1,3,9,3,40.0,2
1,1,1,3,1,2,1,2,1,1,1,5,5,3,41.0,3
2,1,1,4,2,2,2,1,1,2,2,9,3,3,37.0,4
2,1,1,3,2,2,1,1,3,6,1,1,4,4,50.0,2
2,1,1,6,2,2,1,1,1,2,1,9,11,2,28.0,4
3,1,1,4,1,2,1,1,1,2,2,8,6,3,46.0,3
2,1,1,7,2,2,1,1,1,9,2,8,2,3,48.0,4
2,1,2,4,2,2,2,2,1,2,1,4,8,2,27.0,2
2,1,1,4,2,2,1,1,1,2,1,1,2,3,37.0,1
2,1,1,5,2,2,1,2,1,2,1,8,2,3,35.0,4
3,1,2,3,1,2,1,2,1,2,1,4,10,2,30.0,2
2,1,1,4,1,2,1,1,1,2,1,3,12,3,32.0,2
3,1,1,4,1,2,1,1,1,1,1,1,4,3,32.0,2
2,1,1,3,2,2,1,1,1,2,1,1,4,3,44.0,2
